image_link,group_id,entity_name,entity_value,tesseract,doctr,easyocr,kerasocr,ensemble_output
https://m.media-amazon.com/images/I/71BE7ki-J+L.jpg,704724,maximum_weight_recommendation,100 kilogram,i Vertical Height Adjustment “\ Cushioned Handle Grip LCD i leyaliney ae (ey Pedal Resistance ite) e) om \ Cushioned Seat P Maximum User Weight 100 KG S Belt Drive System,SPECIFICATIONS Vertical Height Resistance Adjustment Knob Cushioned Cushioned Handle Grip Seat D 700 KG LCD Maximum User Monitor Weight 100 KG jy Pedal Belt Drive a - - Straps System a - - -,SPECIFICATIONS Vertical Height Resistance Adjustment Knob Cushioned Cushioned Handle Grip Seat KG LCD Maximum User Monitor Weight 100 KG Pedal Belt Drive Straps System,specifications height vertical resistance adjustment knob cushioned cushioned handle grip seat kg lcd maximum user weight monitor 100 kg belt drive pedal system straps,specifications height vertical resistance adjustment knob cushioned cushioned handle grip seat kg lcd maximum user weight monitor 100 kg belt drive pedal system straps
https://m.media-amazon.com/images/I/71-DRruLMHL.jpg,120219,maximum_weight_recommendation,20.0 pound,(©) Easy Installation & No Tools Needed (©) 4 Removable Durable Hooks,No drilling Strong bearing Waterproof Removable 11 - I Detachable Towel Bar 2 - 100 SUS304 Stainless Steel A Strong Load Capacity up to 20 LBs 4 Fast Draining Hollow Design 6 - 2 2 - Easy Installation & No Tools Needed 4 Removable Durable Hooks,No drilling Strong bearing Waterproof Removable Detachable Towel Bar 100 SUS304 Stainless Steel Strong Load Capacity up to 20 LBs Fast Draining Hollow Design Easy Installation & No Tools Needed 4 Removable Durable Hooks,removable drilling bearing waterproof no strong detachable sus304 towel 10000 stainless steel bar fast draining hollow design 3 strong load capacity 20 lbs to up ua removable durable hooks installation 8 needed 4 easy no tools,(©) Easy Installation & No Tools Needed (©) 4 Removable Durable Hooks
https://m.media-amazon.com/images/I/71DIxTZi8ZS.jpg,120219,maximum_weight_recommendation,15.0 pound,"Save Time And Effort Strong Glue, Super Load-bearing No nails No drills Protect the Wall Large area,Stronger adhesion Large bearing capacity,More stable","Save Time And Effort Strong Glue, Super Load-bearing mni 4.7in 12.8in 1in No nails No drills 3. Protect the Wall 4in 15LB 4.7in 15LB 12.2in de - 1i 3 Large area,Stronger adhesion Large bearing capacity,More stable 5.3in 370","Save Time And Effort Strong Glue, Super Load-bearing [ 4.7in No nails No drills Protect the Wall [ 15LB 4.7in 15LB Large area,Stronger adhesion Large bearing capacity,More stable 12.8in 3.Tin 4in 12.2in 4 ^ 53in",effort time and save loadbearing strong glue super 4 zin 128in tin 35 drills no no nails ain wall protect the t 15lb 4 zin 15lb 122in bzin adhesion large areastronger bearing stable large capacitymore tin 53in 35,"Save Time And Effort Strong Glue, Super Load-bearing mni 4.7in 12.8in 1in No nails No drills 3. Protect the Wall 4in 15LB 4.7in 15LB 12.2in de - 1i 3 Large area,Stronger adhesion Large bearing capacity,More stable 5.3in 370"
https://m.media-amazon.com/images/I/714n8hnSrDL.jpg,801829,maximum_weight_recommendation,380 pound,ee ed = e fF UV LBS WATERPROOF RESISTANT,"- 380 UV LBS C MM WATERPROOF RESISTANT 37.2"" 28. 12"" 66"" 77""","380 UV LBS WATERPROOF RESISTANT 37.2"" 12"" 66"" 77"" 22.8""",380 uv lbs waterprooe resistant 3724 228 124 661 771,380 uv lbs waterprooe resistant 3724 228 124 661 771
https://m.media-amazon.com/images/I/71Ecc5cyWYL.jpg,179080,voltage,48.0 volt,750W GEARED HUB MOTOR [ 48v 60AH 1200W 28+MPH 7 Speed Peak Power Max Speed PSV ENN OM er=x-lalale},750W GEARED HUB MOTOR 48V 60AH 1200W 28+MPH 7 Speed Peak Power Max Speed SHIMANO Gearing,750W GEARED HUB MOTOR 48V 6OAH 1200W 28+MPH 7 Speed Peak Power Max Speed SHIMANO Gearing,750w geared hub motor 48v 6oah 1200w 28tmph speed 7 peak max speed shimano power gearing,750W GEARED HUB MOTOR [ 48v 60AH 1200W 28+MPH 7 Speed Peak Power Max Speed PSV ENN OM er=x-lalale}
https://m.media-amazon.com/images/I/61fsn7HckoL.jpg,271537,voltage,12.0 volt,,50 A - - 4 ES - a - A,"0 NCkksk 3) asna&wntt nokt Haecel 70-69ld Laenntecon Qaljaloua a51rgk awyo""- awna",a ss se sann dnal ann congla addan dnadn ase cs dndn dnnd,50 A - - 4 ES - a - A
https://m.media-amazon.com/images/I/71IW6BBpoLL.jpg,179080,voltage,48.0 volt,\48V22.4AH Large capacity lithium battery charge control 4 OvercurrentProtection Wa fy Bai librium Function ws eS = TemperatureProtection IS) ShortCircuitProtection =,48V22.4AH Largecapacity lithium RDECDU battery a OverchargeProtection - overvoltageProtection - overreleaseProtection S charge control - OvercurrentProtection - Equilibrium Function Tomperaturafrotection A 3 5 ShortCircuitProtection -,48V22.4AH Large capacity lithium battery _ B overchargeProtection overvoltageProtection overreleaseProtection charge control OvercurrentProtection Equilibrium Function TemperatureProtection ShortCircuitProtection XuLbuo 1,48v22 aah xocsod large battery lithium capacity smlas e overchargerotection overvoltagerotection overreleaserotection charge control ces overcurrentrotection gs equilibrium function temperaturerotection shortcircuitrotection,\48V22.4AH Large capacity lithium battery charge control 4 OvercurrentProtection Wa fy Bai librium Function ws eS = TemperatureProtection IS) ShortCircuitProtection =
https://m.media-amazon.com/images/I/61UGyk6-YBL.jpg,641642,voltage,2.0 volt,,nan,Gowun 3 1 Ju Guut? - Guu: Gurnt 8 0 8,omil oml sllli blliap olar blira hent henr aien nenr,omil oml sllli blliap olar blira hent henr aien nenr
https://m.media-amazon.com/images/I/61T6t4mJf7L.jpg,752266,voltage,240.0 volt,LED Go Light Bulb,S1 46D aRisun BuAb Minisun LED Bulb 0D 3W - - Ott OD I - J. U U LED G9 Light Bulb,"23,37S117 20ELiL Minisun LED Bulb 3W RoR U U LED G9 Bu Mnisun LEDeub 1 Mettdei 4 0 0 1 0 1 0 Light Bulb",elz rasln ee scs m minisun ldon led bulb 3w ham o dd ma an ams uu dmomy ww rnn momah u u led g9 light bulb,LED Go Light Bulb
https://m.media-amazon.com/images/I/61LOMP3wjXL.jpg,501250,voltage,220.0 volt,PRODUCT PARAMETER INFORMATION 18cm NAME MATERIAL AREA AREA PTC DESKTOP HEATER NYLON + FLAME-RETARDANT 10-25M2 ABS MATERIAL SCENSCENARIO RATED POWER COLOR HOME OFFICE 650W 1000W WHITE INK GREEN RATEDVOLTAGE WEIGHT ee AC220V 0.8KG o 50 60HZ,PRODUCT PARAMETER INFORMATION 0 18cm - 10cm 15cm NAME MATERIAL AREAAREA PTC DESKTOP HEATER NYLON + FLAME-RETARDANT 10-25M2 ABS MATERIAL SCENSCENARIO RATED POWER COLOR HOME OFFICE 650W 1000W WHITE INK GREEN RATED VOLTAGE WEIGHT RATED FREQUENCY AC220V 0.8KG 50 60HZ,PRODUCT PARAMETER INFORMATION 18cm 1Ocm 15cm NAME MATERIAL AREA AREA PTC DESKTOP HEATER NYLON + FLAME-RETARDANTI 10-25M2 ABS MATERIAL SCENSCENARIO RATED POWER COLOR HOME OFFICE 650W 1000W WHITE _ INK GREEN RATED VOLTAGE WEIGHT RATED FREQUENCY ACZZOV 0.8KG 50 60HZ,product parameter information 18cm locm 15cm name material area area 1025m2 ptc desktop heater nylon flamea retardant t abs material color scenscenario rated power white ink green 65owli0oow home office rated rated voltage weight frequency o8kg ac22ov 50j6ohz,product parameter information 18cm locm 15cm name material area area 1025m2 ptc desktop heater nylon flamea retardant t abs material color scenscenario rated power white ink green 65owli0oow home office rated rated voltage weight frequency o8kg ac22ov 50j6ohz
https://m.media-amazon.com/images/I/51nGGMEA1EL.jpg,986984,voltage,"[100.0, 240.0] volt",,6 S R - I I à 8 - 6 $ 8 6 : I & 2 P I $ - 5 : - - 1 $ $ 8,1 W U ; H 6 8 1,s 6 o s s o s,s 6 o s s o s
https://m.media-amazon.com/images/I/6137V9yR5ES.jpg,179080,voltage,50.4 volt,DIY MOTOR INTRODUCTION D aj Motor model: Rated power (W): Rated voltage(V): Rated efficiency: No-load current: Rated current: No-load speed: Rated speed: Rated torque: Maximum torque: Chain ring: Axis speed sensing: Noise (dB): MM G321.1000.C 1000 50.4V 275 <1.6A <27A 162£10RPM 132£8RPM >75N.m >160N.m 46T Speed Sensor $55 PinA 215.94mm PinB 153.89mm Pinc 68 100mm PinD 174 191mm PinE 59.6 75.6mm Tests & Certifications Waterproof: Certification: Outdoor Temperatures: Relative Humidity: Salt spray test standard (h): Function Pedal Throttle Assist: E-brake: IPX5 UL ROHS EN14766 EN14764 -20°C~45°C (15-95)RH 96 YES YES,DIY MOTOR NTRODUCTION ( O E 4 Motor model: MM G321.1000.C Pin A 215.94mm Pin B 153.89mm Pin C 68 100mm Rated power (W): 1000 Pin D 174 191mm Rated voltage(V): 50.4V Pin E 59.6 75.6mm Rated efficiency: 75 Tests & Certifications No-load current: <1.6A Waterproof: IPX5 Rated current: <27A Certification: UL ROHS EN14766 No-load speed: 162+10RPM EN14764 Rated speed: 132+8RPM Outdoor Temperatures: 20°C-45C Rated torque: 75N.m Relative Humidity: (15-95)96RH Maximum torque: >160N.m Salt spray test standard (h): 96 Chain ring: 46T Function Axis speed sensing: Speed Sensor Pedal Throttle Assist. YES Noise (dB): <55 E-brake: YES,DIY MOTOR INTRODUCTION A B D E Motor model: MM G321.1000.C Pin A 215.94mm Pin B 153.89mm Pin € 68 100mm Rated power (W): 1000 Pin D 174 191mm Rated voltage(V)- 50.4V Pin E 59.6 75.6mm Rated efficiency: 275 Tests & Certifications No-load current: 1.6A Waterproof: IPX5 Rated current: 27A Certification: UL ROHS EN14766 No-load speed: 162+10RPM IEN14764 Rated speed: 132+8RPM Outdoor Temperatures: -20'C~458C Rated torque: >75N.m Relative Humidity: (15-95)RH Maximum torque: 16ON.m Salt spray test standard (h): 96 Chain ring: 46T Function Axis speed sensing: Speed Sensor Pedal Throttle Assist: YES Noise (dB): <55 E-brake: YES,motor introduction diy a c d b e motor model g3211000c 215 94mm mm pina 15389mm pinb 68110omm pinc rated wi 1000 power 1741191mm pin d rated voltageve 50 4v 5961756mm pin e rated efficiency 2750 tests 8 certifications 116a noload current waterproofi ipx5 rated l27a current certificatione rohs en14766 uli l noload speedt 162t10rpm ien14764 rated speed 132t8rpm 2oc45c outdoor temperaturess rated torque z5nm relative humiditys 15950rh maximum torquer j16onm salt test standard hi 96 spray chain ring 46t function axis speed sensing sensor speed pedalithrottle assisti yes noise idby ebrakei 555 yes,DIY MOTOR INTRODUCTION A B D E Motor model: MM G321.1000.C Pin A 215.94mm Pin B 153.89mm Pin € 68 100mm Rated power (W): 1000 Pin D 174 191mm Rated voltage(V)- 50.4V Pin E 59.6 75.6mm Rated efficiency: 275 Tests & Certifications No-load current: 1.6A Waterproof: IPX5 Rated current: 27A Certification: UL ROHS EN14766 No-load speed: 162+10RPM IEN14764 Rated speed: 132+8RPM Outdoor Temperatures: -20'C~458C Rated torque: >75N.m Relative Humidity: (15-95)RH Maximum torque: 16ON.m Salt spray test standard (h): 96 Chain ring: 46T Function Axis speed sensing: Speed Sensor Pedal Throttle Assist: YES Noise (dB): <55 E-brake: YES
https://m.media-amazon.com/images/I/61fqkKfVDDL.jpg,641642,voltage,12.0 volt,How to use it ? Installation . b. in the groove a. by a clip (include in the product) fix the clip by a screw =) put the clip into t — the groove fix the strip light — fix the light You need a driver for the light (Included in the product) DC 12V 5A power driver. The product has a DC input,How to use it - ? Installation b.in the groove a. by a clip m in the HA (include product) - 9 fix the clip by a screw put the clip into the groove fix the strip light fix the light You need a driver for the light (Included in the product) DC 12V 5A power driver. 12V SWITCHEOWER e A B e VOPOCIN D E C€ Owe 0000 I I - wr na a The product has a DC input,How to use it ? Installation b: in the groove a. by a clip include in the product) 3 fix the clip by a screw put the clip into the groove fix the strip light fix the light You need a driver for the light (Included in the product) DC 12V 5A power driver: SWICHDOMER A -*t Z 12V D 0i8 C6 Ha odd Faaonn The product has a DC input,it 2 how to use installation the b in groove by clip a an include in the product s fix the clip by a screw put the clip into the groove light fix the strip fix the light driver you need for the light a included product in the driver dc 12v 15a power uchpoer ae tncocin 12v ed hlcn ce dc the product has input a,How to use it - ? Installation b.in the groove a. by a clip m in the HA (include product) - 9 fix the clip by a screw put the clip into the groove fix the strip light fix the light You need a driver for the light (Included in the product) DC 12V 5A power driver. 12V SWITCHEOWER e A B e VOPOCIN D E C€ Owe 0000 I I - wr na a The product has a DC input
https://m.media-amazon.com/images/I/71oOizJNIlL.jpg,983323,voltage,6.8 volt,"22:13; ¥0,6-7""1-16-9fe13690, 1528"" Bt eager The maximum temperature drop in the game test is more than 15°","22:25:47 22:13:30 67-E-gtaiss, v.6.7-1-b-grals9D GPU 959 66°C GPU 919 810C 1555- 9.4 1528- 96 CPU 2489 555 2.8 780E CPU 2488- 518 CPUP CPU 59 55 2445 444 CPU CPU 555 535 CPUP CPUP 545 58 245 2456 CPU 49 237 CPU 6 2486 CPU 50 23 5 CPU 2472 CPU 495 CPU 2489 CPU 53 CPU 2471 CPB 52 VRAM CPU 46. RAM 8 0.0 VRAM 2A0 BAA Ti 8:14 28.8"" RAM B.0 8.3"" FAN 5907 27 FSR VKD3D 40 5.8 Grairtie - 24.2"" a., a 14184 BiA a.s - 31. STEAM After use Before use 17:17:43 W.6.756-9t81388, 17:10:35 16:17:19 GPU 87 63°C WS5-gta1s8, 789C V6.716-9f6136, 399uz 6.8"" GPU 95 GPU 7.1 819C 28 679C 3402 7.3 5as- 889C CPU B251 5.40ERTU 29 8296 CPU 5DERTURE MRZ 3 29 3047 CPU 3128 5BERTURE CPUP 38 30520e CPUP 3016WE CPU 30 3108-0 Y CPU 15 3190W CPUP 27 3016WE Y CPU? 39 2866- CPUP 44 CPUL 14 3002-E CPU 449 278452 23 3251E 31 3010- CPU 289 CPUP 239 3142 CPUR 36 3128E CPUS 28 375 CPUS 3241 CPU 3016 CPU 42 EPUS 27 2 - CPU 229 3040 CPU7 958 3101 26 2966 VRAM EPUS 2897 - CPUS 26 2786 w RAM B.9 0.05 CPU 3.8as 39 CPUS 48 29 2948 BATI Tine 37 00:32 VRAM 6.0ae 0.05B CPU7 3.8a0 FAN 5272 RAM 24 25.0 VRAM 5.7aa 0.0sn FSR VULKAN 60"" 7 BATT Besatining Tine 00:21 RAM BATT 32 00:28 25.5 franetise RN 15.3 FAN 5363 nesiming Tine FSR 60 16.79 FAN 4739- F frae A9P Count ains - 15.5, M17 16.5as VULKAN FSR 16.79 10 minutes ain: 15.8es. DaK: - 60F aini 15. u3s X 17.780 16.0 minutesAN - Before a us The maximum temperature drop in the game test is more than 15","22.13330 2.8,-1-16-9t813690 Vo.6.7-1-16-9t81369b GPU 660 GPU 81 C 1555"" 94 1528* 9 6' CPU 551 7o20 CPU 2483"" 2.8 2408 12 CPU"" 2M1 CPU"" 552 CPU"" 245 CPU"" 2758 CPU 0 2465 CPU 207 cPU"" 2461"" CPU"" 501 Caa cPU' Tan CPU 2u2 CPU"" 241 CPU? 242 CPU' 2M71 cPU"" Wa 82 VaAU BnL 28.0"" 05u Ie FAl 5900, FSA Vk0z0 40is 24.2"" Hn U E Hanin TEM After use Before use 18.8.7-3-16 Vo.6 . 79t81369b 63*0 V.87-3-16-pte136* ~9t813690 GPU 441399"" 6.8"" veue '709C 0416 81 C 41402t 73' 4383"" CPU 32388 678ER74 291 02 8 ERTUR CPU 9188+ '0 PErTuRi 3047""2 ""3128 CPU"" 385 3053 ~cPU"" 193 3016"" 278 CPU' 2868 44 3190"" CPU"" 14 3002 CPU' 39 Cpu? CPU' U CPU? 2 373 205 CPu"" 3zhi 22 CPU' 3i CPUs 9 2966' CPU"" 3und VAM 96 0.058 2897 CPus 28 27 86' 8510 489 2948- BAII B0332 VRAM 6.0610 0_0618 8618 0618 FAN 5272 RAM 247 2570""' 7618 FSR 606] BAII Vn 00:21 RAM '32 08528 VULKAN min BATT WW Tam Innt FAN FSR 6063 16.75 FAN 16 75 Jei Sr 10 minutes 15.05 minutes Before uS The maximum temperature drop in the game test is more than 15 CPl CPU 3016 CPU' CPU? 1n 3010 CPU"" 38 CPU? 3128 cPU? CPU' CPU"" 2018 CPUs CPU? CPUs CPU? 3 VrAM 53630 4739""8 60m3",1830 22 225 ssa7 g76126sb 7116 7116gbs vo 65 5 va ssoc 81xc gpu gpu s sl issse 9 15a8e 96 zee 8 d c cpu sss cpu slx 8 89 z 2a88 2 zaag cpu ss1 cpu 4396 55 s 2aas cpu ss 522 3s8 cpu 2186 5ax cpu 49 s cpu 2a81 sex cpu so b cpu e 2488 cpu ss cpu 2at cpu b cpu 2a85 cpu cpu aas cpu 50 96 cpu ee z vran br vran 0 8 ral cs b s ic a8 ram aos bail 8 bo 5687 fan fsr zs ab vkded ar 2a tae team after before use use 17117148 17al08s 711649f1666 60 vos stll6gf1666 17619 16 630c 1169f1666 vos 816 784c vo 6 e gpu 81 814c seb 64 1399k gpu gpu 3 l 7 bbbl 7 laban 67c 186 88c aerty 58 829e cpu cpu derture 19h 5 lu erture s 3a51 8108 cpu b s 30a7z 3osa 818w 381 cpus 290 cpus 3016 3188 30 s cpu 30166 b 151 x 2866 cpun 39 cpu boba cpus au 3190 agizes 1ak 44 aah cpus cpue cpur boid basl 856 s cpu 31 0 13 k cpus cpur s 18 29 314zkz cpus 36 16 43 cpus bo16n cpus cpus la 324l 3101 aa aa 270 cpus cpus boaonz cpus 966 9 vram k 16 166 bus 786n cpus cpus gus b 8 ran 897 49 k l 896 es 3zz cpu cpus 1948 bail boesz gb a86 8 dand 3 vram cpu 618 saan 6b oed fan gib 8 d 3 gb 5 od vram ram fsr o gaa 5 7 5 ze 16 2a8 got 51 vulkan bait s ram doal 320 tine 28 ining be bait oda se 53631 line reeamng fan 739r of fan fsr dfe 166 1 zes 6ofps 16 minutes minutesan fps 6d 10 ls 8os pins before ls use oana the drop maximum temperature the test in game o 15 than is more,"22:13; ¥0,6-7""1-16-9fe13690, 1528"" Bt eager The maximum temperature drop in the game test is more than 15°"
https://m.media-amazon.com/images/I/81TsCoMjjhL.jpg,752266,voltage,1.2 volt,"PRODUCT DESCRIPTION LED Quantity: 1 LED Piece Material: PP + PS Light Color: White light _Lumen: 2LM Waterproof Rating: IP44 Solar Panel: Amorphous silicon se = Battery: Rechargeable AAA, 1.2 V, NI-MH,150mAh == _Lighting Time: 8 hours (fully charged) Se Ue Lh Hei ‘ ) SS 1 & 7 a",- - 6 I 1 € I E E 8 + I I I I E - B 1 E $ E 3 I € I I - < - - I - 8 I 5 3 I :,T2 IFF E 7 1 1 g 8 8 0 + 0 [ 8 : 4 [ 2 4 E 2 3 1 1 < L 1 9 J ! 3 8 1 1 8,s s s e s f s s i s g n e 9 s s e t g a e oo f s s t s s e s s e s s s s d g s,s s s e s f s s i s g n e 9 s s e t g a e oo f s s t s s e s s e s s s s d g s
https://m.media-amazon.com/images/I/814RQvzAWJL.jpg,140266,voltage,20.0 volt,{ i,appBd RA N N & C 1 - s Cf C A - d - C & 6 & a,"2 0f ~Liqht ""Ce ~AquarIUU Vade #FGI400 F014800 ~AUTO DCz0Y 24n7 ltato? ~SVART [ odle Irout P0",nie noneis light c chins ce aquarium s vado off fginoonglso auto dczov 2an voltaro suart d lodle inout gg,{ i
https://m.media-amazon.com/images/I/61IasPKdUUL.jpg,271537,voltage,7.4 volt,"TECHNISCHE DATEN T. [=] TECHNIK + KOMPETENZ © Batterielaufzeit max. : j 60 min Battery runtime max. Batteriekapazitat 4.000 mAh Battery capacity (7,4 V 3,6 A) 27 Watt (=) Leistungsaufnahme max. Power max. Ary :=«~Fordermenge max. —-> Flowrate max. S000 Eintauchtiefe max. Immersion depth max. 0 Ladedauer Charging time PoolgréBe 50 m? Pool size Filterleistung BRA Filtration performance am Gewicht (brutto) Weight (gross) ca. 3.8 kg","TECHNISCHE DATEN T.I.P TECHNIK + KOMPETENZ Batterielaufzeit max. 60 min Battery runtime max. Batteriekapazitat 4.000 mAh 4 Battery capacity (7,4 V 3,6 A) Leistungsaufnahme max. 27 Watt Power max. V Fordermenge max. 3.600 Vh Flow rate max. Eintauchtiefe max. 3 - m Immersion depth max. Ladedauer 4-5h Charging time PoolgroBe 50 m3 Pool size : Filterleistung 100 : Filtration performance pm Gewicht (brutto) ca. 3,8 kg Weight (gross)","TECHNISCHE DATEN LLP TECHNIK KOMPETENZ Batterielaufzeit max 60 min Battery runtime max Batteriekapazitat 4.000 mAh Battery capacity (7,4V 3,6 A) Leistungsaufnahme max 27 Watt Power max Fordermenge max 3.600 Vh Flow rate max Eintauchtiefe max 3 m Immersion depth max Ladedauer 4 -5 h Charging time PoolgroBe 50 m: Pool size Filterleistung 100 Filtration performance Gewicht (brutto) ca. 3,8 kg Weight (gross) um",technische daten tilp technik kompetenz t batterielaufzeit max 60 min battery runtime max batteriekapazitat mah 4000 capacity 74 vi36a battery leistungsaufnahme max 27 watt power max fordermenge max 3600 vh flow rate max eintauchtiefe max 3m immersion depth max ladedauer 45h charging time poolgrobe ms 50 pool size filterleistung 100 um filtration performance gewicht bruttol 38 kg ca weight igross,"TECHNISCHE DATEN T. [=] TECHNIK + KOMPETENZ © Batterielaufzeit max. : j 60 min Battery runtime max. Batteriekapazitat 4.000 mAh Battery capacity (7,4 V 3,6 A) 27 Watt (=) Leistungsaufnahme max. Power max. Ary :=«~Fordermenge max. —-> Flowrate max. S000 Eintauchtiefe max. Immersion depth max. 0 Ladedauer Charging time PoolgréBe 50 m? Pool size Filterleistung BRA Filtration performance am Gewicht (brutto) Weight (gross) ca. 3.8 kg"
